02/08/2016 11:12:17
1
 	Напряжение Uab	Напряжение Ubc	Udc1_rms	Ic12_pwm	Ic34_pwm	Напряжение Uca	Ia3+Ia4	Ib3+Ib4	Ic3+Ic4	Ia1+Ia2	Ib1+Ib2	Ic1+Ic2	Q12rms	Q34rms	
506	860,2	-143,7	1041,2	187	253	-743,3	-1844	1480	360	-1873	1254	612	-243	-243	
507	818,1	-139,7	1041,2	187	253	-744,6	-1756	1474	288	-1792	1246	542	-243	-243	
508	827,6	-78,6	1041,2	187	253	-744,6	-1827	1320	508	-1719	1235	476	-243	-243	
509	804,6	-71,8	1041,2	187	253	-758,2	-1996	1303	694	-1807	1297	497	-243	-243	
510	786,9	-44,7	1041,2	187	253	-767,7	-1982	1186	798	-1718	1268	438	-243	-243	
511	789,6	-13,5	1041,2	187	253	-783,9	-1890	1149	742	-1629	1233	395	-243	-243	
512	754,4	1,4	1039,5	495	565	-781,2	-1813	1111	703	-1659	1104	554	-243	-243	
513	701,5	-39,3	1039,5	495	565	-763,6	-1930	1156	771	-1832	1077	747	-243	-243	
514	749,0	36,7	1039,5	495	565	-801,6	-1833	1103	730	-1774	982	790	-243	-243	
515	749,0	55,7	1039,5	495	565	-819,2	-1738	1052	693	-1690	929	760	-243	-243	
516	727,2	52,9	1039,5	495	565	-812,4	-1738	950	793	-1623	880	741	-243	-243	
517	730,0	69,2	1039,5	495	565	-835,5	-1929	934	985	-1761	931	821	-243	-243	
518	738,1	85,5	1039,5	495	565	-840,9	-1844	859	982	-1675	869	799	-243	-243	
519	735,4	85,5	1039,5	495	565	-853,1	-1760	794	964	-1591	808	785	-243	-243	
520	687,9	50,2	1036,7	782	860	-842,3	-1702	743	963	-1569	753	816	-243	-243	
521	747,6	108,6	1036,7	782	860	-881,6	-1863	790	1069	-1743	791	944	-243	-243	
522	753,0	116,7	1036,7	782	860	-891,1	-1779	722	1054	-1666	724	938	-243	-243	
523	750,3	122,1	1036,7	782	860	-908,7	-1703	656	1046	-1596	661	936	-243	-243	
524	751,7	133,0	1036,7	782	860	-903,3	-1693	658	1038	-1577	613	959	-243	-243	
525	759,8	141,1	1036,7	782	860	-930,4	-1896	761	1128	-1715	649	1060	-243	-243	
526	766,6	158,7	1036,7	782	860	-938,6	-1824	696	1126	-1649	580	1064	-243	-243	
527	697,4	103,1	1036,7	782	860	-935,9	-1759	625	1133	-1586	512	1075	-243	-243	
528	772,0	204,9	1035,0	1000	1094	-952,1	-1734	570	1163	-1622	601	1029	-243	-243	
529	738,1	184,5	1035,0	1000	1094	-965,7	-1871	593	1279	-1831	747	1074	-243	-243	
530	732,7	208,9	1035,0	1000	1094	-969,8	-1801	509	1293	-1786	709	1074	-243	-243	
531	716,4	226,6	1035,0	1000	1094	-952,1	-1735	421	1315	-1725	628	1098	-243	-243	
532	708,3	260,5	1035,0	1000	1094	-971,1	-1795	558	1236	-1687	547	1139	-243	-243	
533	678,4	276,8	1035,0	1000	1094	-992,8	-1993	699	1283	-1790	532	1252	-243	-243	
534	662,1	297,1	1035,0	1000	1094	-982,0	-1967	697	1260	-1720	428	1288	-243	-243	
535	662,1	350,0	1035,0	1000	1094	-986,1	-1891	586	1297	-1651	330	1323	-243	-243	
536	583,5	326,9	1034,7	1183	1288	-968,4	-1827	470	1346	-1734	520	1219	-243	-243	
537	574,0	371,7	1034,7	1183	1288	-1013,2	-1907	430	1476	-1901	641	1257	-243	-243	
538	550,9	397,5	1034,7	1183	1288	-975,2	-1810	294	1522	-1907	694	1211	-243	-243	
539	512,9	423,2	1034,7	1183	1288	-977,9	-1743	197	1547	-1811	548	1269	-243	-243	
540	489,9	457,2	1034,7	1183	1288	-953,5	-1810	374	1445	-1726	391	1332	-243	-243	
541	458,7	481,6	1034,7	1183	1288	-965,7	-1950	459	1482	-1762	294	1464	-243	-243	
542	432,9	499,2	1034,7	1183	1288	-956,2	-1964	541	1415	-1650	119	1530	-243	-243	
543	415,3	535,8	1034,7	1183	1288	-957,6	-1845	361	1481	-1609	83	1526	-243	-243	
544	381,4	548,0	1032,2	1378	1489	-952,1	-1734	170	1548	-1656	228	1436	-243	-243	
545	350,2	564,3	1032,2	1378	1489	-948,1	-1745	49	1695	-1768	293	1474	-243	-243	
546	338,0	583,3	1032,2	1378	1489	-931,8	-1610	-149	1768	-1799	409	1387	-243	-243	
547	289,1	581,9	1032,2	1378	1489	-933,2	-1590	-132	1726	-1674	221	1457	-243	-243	
548	278,3	606,4	1032,2	1378	1489	-916,9	-1616	-16	1643	-1545	2	1539	-243	-243	
549	272,9	624,0	1032,2	1378	1489	-931,8	-1712	17	1686	-1534	-152	1686	-243	-243	
550	256,6	643,0	1032,2	1378	1489	-929,1	-1728	120	1599	-1396	-365	1765	-243	-243	
551	266,1	660,6	1032,2	1378	1489	-938,6	-1627	-14	1639	-1408	-281	1691	-243	-243	
552	238,9	651,1	1030,9	1576	1684	-914,2	-1484	-245	1722	-1428	-180	1615	-243	-243	
553	234,9	659,3	1030,9	1576	1684	-930,4	-1475	-407	1883	-1513	-153	1668	-243	-243	
554	228,1	672,8	1030,9	1576	1684	-926,4	-1355	-574	1934	-1529	-58	1587	-243	-243	
555	202,3	652,5	1030,9	1576	1684	-895,2	-1367	-481	1850	-1475	-104	1580	-243	-243	
556	205,0	671,5	1030,9	1576	1684	-902,0	-1377	-395	1778	-1330	-348	1674	-243	-243	
557	206,4	682,3	1030,9	1576	1684	-919,6	-1465	-388	1848	-1321	-517	1835	-243	-243	
558	201,0	700,0	1030,9	1576	1684	-910,1	-1471	-299	1765	-1238	-616	1850	-243	-243	
559	161,6	678,2	1030,9	1576	1684	-916,9	-1443	-276	1717	-1243	-530	1771	-243	-243	
560	142,6	689,1	1029,9	1708	1822	-869,4	-1280	-530	1803	-1245	-452	1700	-243	-243	
561	126,4	697,2	1029,9	1708	1822	-858,5	-1276	-702	1976	-1318	-459	1774	-243	-243	
562	101,9	713,5	1029,9	1708	1822	-843,6	-1199	-737	1943	-1304	-386	1688	-243	-243	
563	101,9	744,7	1029,9	1708	1822	-828,7	-1175	-669	1855	-1281	-333	1606	-243	-243	
564	62,6	740,6	1029,9	1708	1822	-807,0	-1151	-621	1777	-1108	-574	1682	-243	-243	
565	20,6	740,6	1029,9	1708	1822	-797,5	-1212	-666	1873	-1095	-755	1853	-243	-243	
566	2,9	752,9	1029,9	1708	1822	-783,9	-1167	-613	1778	-1037	-742	1778	-243	-243	
567	-31,0	756,9	1029,9	1708	1822	-782,6	-1121	-572	1686	-990	-698	1692	-243	-243	
568	-48,6	766,4	1029,4	1712	1827	-758,2	-962	-766	1729	-952	-674	1629	-243	-243	
569	-56,7	794,9	1029,4	1712	1827	-766,3	-981	-922	1904	-1001	-746	1744	-243	-243	
570	-77,1	805,7	1029,4	1712	1827	-760,9	-914	-899	1814	-941	-720	1656	-243	-243	
571	-92,0	823,4	1029,4	1712	1827	-756,8	-852	-875	1729	-880	-700	1576	-243	-243	
572	-100,2	835,6	1029,4	1712	1827	-755,5	-805	-878	1685	-760	-832	1589	-243	-243	
573	-120,5	850,5	1029,4	1712	1827	-759,5	-859	-985	1838	-834	-931	1759	-243	-243	
574	-131,4	864,1	1029,4	1712	1827	-758,2	-785	-977	1755	-764	-922	1682	-243	-243	
575	-154,4	865,4	1029,4	1712	1827	-765,0	-714	-973	1679	-695	-920	1614	-243	-243	
576	-147,6	887,1	1025,8	1651	1759	-758,2	-630	-1049	1675	-646	-941	1590	-243	-243	
577	-153,1	910,2	1025,8	1651	1759	-770,4	-772	-1122	1884	-694	-1067	1749	-243	-243	
578	-159,8	923,8	1025,8	1651	1759	-802,9	-709	-1116	1818	-618	-1073	1686	-243	-243	
579	-210,0	891,2	1025,8	1651	1759	-732,4	-632	-1125	1753	-543	-1084	1624	-243	-243	
580	-195,1	917,0	1025,8	1651	1759	-751,4	-566	-1150	1713	-517	-1106	1621	-243	-243	
581	-182,9	957,7	1025,8	1651	1759	-767,7	-605	-1278	1868	-677	-1154	1820	-243	-243	
582	-215,4	936,0	1025,8	1651	1759	-748,7	-518	-1291	1800	-673	-1131	1800	-243	-243	
583	-241,2	926,5	1025,8	1651	1759	-770,4	-426	-1313	1734	-591	-1153	1738	-243	-243	
584	-233,1	945,5	1025,5	1716	1790	-722,9	-460	-1297	1750	-509	-1186	1695	-243	-243	
585	-264,3	940,0	1025,5	1716	1790	-713,4	-613	-1341	1945	-511	-1309	1806	-243	-243	
586	-273,8	941,4	1025,5	1716	1790	-701,2	-664	-1288	1948	-412	-1338	1737	-243	-243	
587	-313,1	915,6	1025,5	1716	1790	-680,9	-557	-1319	1873	-310	-1367	1670	-243	-243	
588	-295,5	941,4	1025,5	1716	1790	-652,4	-456	-1354	1810	-410	-1315	1716	-243	-243	
589	-326,7	940,0	1025,5	1716	1790	-637,5	-434	-1478	1901	-545	-1343	1885	-243	-243	
590	-348,4	930,5	1025,5	1716	1790	-611,7	-314	-1515	1814	-660	-1266	1916	-243	-243	
591	-360,6	942,7	1025,5	1716	1790	-591,3	-177	-1554	1719	-525	-1307	1831	-243	-243	
592	-401,3	903,4	1025,8	1788	1848	-549,3	-322	-1469	1774	-390	-1356	1744	-243	-243	
593	-429,8	906,1	1025,8	1788	1848	-514,0	-425	-1502	1917	-320	-1479	1789	-243	-243	
594	-442,0	908,8	1025,8	1788	1848	-505,9	-563	-1397	1958	-161	-1530	1683	-243	-243	
595	-478,6	891,2	1025,8	1788	1848	-476,0	-403	-1444	1848	-45	-1560	1603	-243	-243	
596	-477,2	899,3	1025,8	1788	1848	-443,5	-246	-1499	1748	-203	-1463	1660	-243	-243	
597	-507,1	902,1	1025,8	1788	1848	-429,9	-141	-1631	1762	-284	-1494	1776	-243	-243	
598	-538,3	885,8	1025,8	1788	1848	-405,5	33	-1690	1646	-430	-1390	1821	-243	-243	
599	-535,6	911,5	1025,8	1788	1848	-382,5	103	-1691	1579	-299	-1425	1723	-243	-243	
600	-553,2	893,9	1025,0	1706	1758	-355,3	-27	-1600	1611	-99	-1494	1593	-243	-243	
601	-589,8	898,0	1025,0	1706	1758	-336,3	-70	-1642	1707	41	-1634	1587	-243	-243	
602	-607,4	896,6	1025,0	1706	1758	-318,7	-179	-1550	1727	248	-1706	1448	-243	-243	
603	-606,1	917,0	1025,0	1706	1758	-307,9	-104	-1554	1659	249	-1676	1421	-243	-243	
604	-629,1	899,3	1025,0	1706	1758	-294,3	109	-1637	1529	141	-1598	1448	-243	-243	
605	-650,9	903,4	1025,0	1706	1758	-282,1	272	-1788	1517	107	-1647	1538	-243	-243	
606	-671,2	907,5	1025,0	1706	1758	-260,4	485	-1870	1376	12	-1568	1561	-243	-243	
607	-660,3	922,4	1025,0	1706	1758	-263,1	429	-1813	1373	18	-1546	1524	-243	-243	
608	-657,6	922,4	1025,0	1487	1533	-250,9	345	-1744	1383	258	-1639	1376	-243	-243	
609	-702,4	907,5	1025,0	1487	1533	-241,4	343	-1818	1470	426	-1801	1365	-243	-243	
610	-701,0	912,9	1025,0	1487	1533	-222,4	265	-1743	1476	624	-1870	1239	-243	-243	
611	-680,7	936,0	1025,0	1487	1533	-227,8	200	-1683	1478	539	-1803	1248	-243	-243	
612	-722,7	872,2	1025,0	1487	1533	-179,0	433	-1775	1340	460	-1738	1262	-243	-243	
613	-729,5	873,6	1025,0	1487	1533	-176,3	610	-1949	1331	470	-1821	1343	-243	-243	
614	-740,4	850,5	1025,0	1487	1533	-139,7	743	-1979	1224	402	-1746	1341	-243	-243	
615	-711,9	861,4	1025,0	1487	1533	-130,2	674	-1901	1211	337	-1671	1328	-243	-243	
616	-739,0	812,5	1025,3	1289	1340	-94,9	620	-1830	1191	536	-1734	1189	-243	-243	
617	-758,0	792,2	1025,3	1289	1340	-74,6	672	-1933	1254	725	-1904	1166	-243	-243	
618	-762,1	781,3	1025,3	1289	1340	-46,1	623	-1846	1217	807	-1884	1070	-243	-243	
619	-764,8	771,8	1025,3	1289	1340	-27,1	574	-1760	1181	757	-1806	1032	-243	-243	
620	-771,6	744,7	1025,3	1289	1340	-2,7	709	-1779	1061	721	-1734	994	-243	-243	
621	-772,9	758,3	1025,3	1289	1340	25,8	911	-1961	1043	790	-1847	1047	-243	-243	
622	-793,3	731,1	1025,3	1289	1340	36,7	931	-1898	959	757	-1758	990	-243	-243	
623	-820,4	709,4	1025,3	1289	1340	55,7	902	-1811	897	731	-1673	932	-243	-243	
624	-797,3	727,1	1025,5	1009	1057	63,8	893	-1743	845	803	-1665	845	-243	-243	
625	-824,5	718,9	1025,5	1009	1057	76,0	996	-1897	896	980	-1838	845	-243	-243	
626	-834,0	714,9	1025,5	1009	1057	86,9	975	-1808	825	971	-1759	770	-243	-243	
627	-865,2	698,6	1025,5	1009	1057	105,8	962	-1725	757	960	-1678	700	-243	-243	
628	-851,6	708,1	1025,5	1009	1057	112,6	976	-1693	710	965	-1634	644	-243	-243	
629	-862,4	724,4	1025,5	1009	1057	111,3	1097	-1867	759	1071	-1767	682	-243	-243	
630	-876,0	723,0	1025,5	1009	1057	126,2	1092	-1785	683	1066	-1691	607	-243	-243	
631	-885,5	731,1	1025,5	1009	1057	130,3	1091	-1711	610	1068	-1620	536	-243	-243	
632	-889,6	727,1	1022,9	668	725	143,8	1119	-1689	560	1045	-1627	564	-243	-243	
633	-912,6	728,4	1022,9	668	725	143,8	1229	-1830	590	1112	-1817	689	-243	-243	
634	-918,1	729,8	1022,9	668	725	162,8	1238	-1757	509	1115	-1754	623	-243	-243	
635	-989,9	668,8	1022,9	668	725	202,2	1252	-1689	430	1129	-1692	547	-243	-243	
636	-930,3	718,9	1022,9	668	725	184,5	1192	-1728	528	1162	-1663	479	-243	-243	
637	-926,2	735,2	1022,9	668	725	191,3	1243	-1933	676	1276	-1776	487	-243	-243	
638	-931,6	720,3	1022,9	668	725	210,3	1236	-1894	644	1298	-1709	398	-243	-243	
639	-946,5	700,0	1022,9	668	725	195,4	1262	-1826	552	1325	-1648	311	-243	-243	
640	-946,5	678,2	1021,1	501	549	251,0	1294	-1781	466	1232	-1724	480	-243	-243	
641	-968,2	652,5	1021,1	501	549	274,0	1410	-1883	457	1267	-1905	625	-243	-243	
642	-957,4	640,3	1021,1	501	549	287,6	1443	-1806	347	1238	-1901	650	-243	-243	
643	-969,6	602,3	1021,1	501	549	317,4	1477	-1741	248	1280	-1825	536	-243	-243	
644	-947,9	584,7	1021,1	501	549	341,9	1365	-1818	444	1330	-1762	412	-243	-243	
645	-953,3	565,7	1021,1	501	549	363,6	1413	-1982	555	1456	-1822	355	-243	-243	
646	-950,6	542,6	1021,1	501	549	386,6	1361	-1994	622	1507	-1732	211	-243	-243	
647	-952,0	508,7	1021,1	501	549	416,5	1415	-1898	472	1517	-1689	158	-243	-243	
648	-930,3	474,8	1025,1	410	433	427,3	1469	-1813	324	1415	-1760	339	-243	-243	
649	-945,2	450,4	1025,1	410	433	458,5	1598	-1851	240	1446	-1890	437	-243	-243	
650	-933,0	430,0	1025,1	410	433	480,2	1655	-1740	70	1367	-1928	548	-243	-243	
651	-941,1	383,9	1025,1	410	433	511,4	1637	-1710	60	1437	-1812	368	-243	-243	
652	-916,7	363,6	1025,1	410	433	530,4	1544	-1751	197	1510	-1696	174	-243	-243	
653	-931,6	336,4	1025,1	410	433	554,8	1600	-1861	254	1651	-1698	41	-243	-243	
654	-931,6	310,7	1025,1	410	433	571,1	1515	-1889	367	1726	-1569	-167	-243	-243	
655	-909,9	305,2	1025,1	410	433	588,7	1570	-1776	198	1666	-1571	-107	-243	-243	
656	-885,5	282,2	1025,0	163	171	598,2	1648	-1649	-13	1590	-1602	11	-243	-243	
657	-914,0	259,1	1025,0	163	171	617,2	1797	-1644	-166	1632	-1689	56	-243	-243	
658	-886,9	265,9	1025,0	163	171	626,7	1859	-1511	-359	1550	-1713	161	-243	-243	
659	-976,4	165,5	1025,0	163	171	681,0	1786	-1519	-275	1580	-1622	40	-243	-243	
660	-900,4	207,6	1025,0	163	171	660,6	1716	-1529	-192	1671	-1476	-203	-243	-243	
661	-901,8	210,3	1025,0	163	171	663,3	1791	-1613	-181	1832	-1459	-372	-243	-243	
662	-896,4	192,7	1025,0	163	171	689,1	1714	-1620	-97	1872	-1350	-524	-243	-243	
663	-846,2	230,6	1025,0	163	171	647,1	1690	-1577	-123	1796	-1361	-437	-243	-243	
664	-873,3	158,7	1031,5	-204	-220	685,0	1780	-1424	-370	1726	-1372	-353	-243	-243	
665	-866,5	154,7	1031,5	-204	-220	686,4	1949	-1417	-541	1793	-1441	-345	-243	-243	
666	-850,2	128,9	1031,5	-204	-220	697,2	1941	-1328	-623	1711	-1440	-269	-243	-243	
667	-851,6	86,9	1031,5	-204	-220	713,5	1857	-1315	-551	1648	-1408	-248	-243	-243	
668	-789,2	99,1	1031,5	-204	-220	705,4	1793	-1295	-502	1740	-1233	-513	-243	-243	
669	-772,9	88,2	1031,5	-204	-220	705,4	1887	-1355	-532	1909	-1210	-696	-243	-243	
670	-782,4	36,7	1031,5	-204	-220	723,0	1792	-1323	-477	1858	-1135	-725	-243	-243	
671	-764,8	25,8	1031,5	-204	-220	731,1	1698	-1291	-426	1771	-1099	-676	-243	-243	
672	-752,6	-1,3	1034,8	-513	-539	728,4	1763	-1116	-660	1699	-1068	-633	-243	-243	
673	-743,1	-13,5	1034,8	-513	-539	740,6	1937	-1108	-836	1791	-1112	-677	-243	-243	
674	-744,4	-32,5	1034,8	-513	-539	750,1	1848	-1044	-814	1699	-1059	-640	-243	-243	
675	-733,6	-39,3	1034,8	-513	-539	763,7	1758	-988	-778	1607	-1008	-611	-243	-243	
676	-737,7	-66,4	1034,8	-513	-539	769,1	1700	-945	-768	1640	-861	-787	-243	-243	
677	-728,2	-59,6	1034,8	-513	-539	761,0	1839	-993	-852	1800	-890	-911	-243	-243	
678	-740,4	-81,3	1034,8	-513	-539	799,0	1745	-933	-822	1708	-826	-888	-243	-243	
679	-760,7	-104,4	1034,8	-513	-539	823,4	1661	-874	-797	1632	-767	-872	-243	-243	
680	-737,7	-94,9	1039,7	-782	-822	812,5	1668	-770	-912	1597	-725	-876	-243	-243	
681	-755,3	-108,5	1039,7	-782	-822	830,2	1859	-870	-991	1754	-779	-976	-243	-243	
682	-764,8	-123,4	1039,7	-782	-822	846,4	1776	-810	-974	1678	-716	-966	-243	-243	
683	-703,8	-70,5	1039,7	-782	-822	846,4	1705	-745	-968	1606	-654	-962	-243	-243	
684	-694,3	-73,2	1039,7	-782	-822	846,4	1671	-699	-983	1594	-599	-1008	-243	-243	
685	-758,0	-141,0	1039,7	-782	-822	876,3	1845	-748	-1104	1798	-748	-1048	-243	-243	
686	-758,0	-155,9	1039,7	-782	-822	889,8	1773	-680	-1101	1748	-721	-1034	-243	-243	
687	-777,0	-192,6	1039,7	-782	-822	908,8	1707	-609	-1107	1680	-652	-1042	-243	-243	
688	-743,1	-185,8	1038,9	-1013	-1042	902,1	1711	-608	-1113	1649	-591	-1069	-243	-243	
689	-737,7	-208,8	1038,9	-1013	-1042	914,3	1922	-765	-1157	1785	-610	-1179	-243	-243	
690	-725,5	-218,3	1038,9	-1013	-1042	918,3	1902	-789	-1117	1720	-528	-1199	-243	-243	
691	-724,1	-245,5	1038,9	-1013	-1042	927,8	1837	-704	-1141	1657	-444	-1221	-243	-243	
692	-706,5	-280,7	1038,9	-1013	-1042	933,3	1785	-622	-1174	1685	-509	-1191	-243	-243	
693	-672,6	-284,8	1038,9	-1013	-1042	933,3	1908	-616	-1300	1870	-656	-1219	-243	-243	
694	-652,2	-305,1	1038,9	-1013	-1042	938,7	1830	-512	-1331	1892	-742	-1160	-243	-243	
695	-646,8	-348,5	1038,9	-1013	-1042	922,4	1753	-395	-1370	1818	-627	-1203	-243	-243	
696	-611,5	-370,2	1038,9	-1202	-1237	934,6	1800	-503	-1311	1750	-507	-1251	-243	-243	
697	-577,6	-387,9	1038,9	-1202	-1237	933,3	1972	-621	-1353	1823	-454	-1374	-243	-243	
698	-550,5	-406,9	1038,9	-1202	-1237	929,2	2008	-740	-1270	1729	-312	-1426	-243	-243	
699	-523,3	-439,4	1038,9	-1202	-1237	917,0	1911	-591	-1325	1646	-180	-1477	-243	-243	
700	-475,9	-446,2	1038,9	-1202	-1237	923,8	1818	-442	-1382	1706	-331	-1389	-243	-243	
701	-465,0	-485,5	1038,9	-1202	-1237	950,9	1871	-357	-1523	1841	-433	-1421	-243	-243	
702	-436,5	-500,5	1038,9	-1202	-1237	919,7	1757	-188	-1584	1895	-580	-1323	-243	-243	
703	-405,3	-528,9	1038,9	-1202	-1237	921,0	1672	-62	-1623	1789	-421	-1383	-243	-243	
704	-367,4	-538,4	1041,4	-1406	-1449	891,2	1718	-198	-1534	1677	-229	-1457	-243	-243	
705	-359,2	-568,3	1041,4	-1406	-1449	902,1	1836	-258	-1580	1682	-98	-1594	-243	-243	
706	-325,3	-576,4	1041,4	-1406	-1449	895,3	1869	-384	-1486	1553	106	-1669	-243	-243	
707	-310,4	-592,7	1041,4	-1406	-1449	887,1	1778	-263	-1520	1504	150	-1666	-243	-243	
708	-311,8	-625,2	1041,4	-1406	-1449	893,9	1652	-49	-1597	1533	27	-1582	-243	-243	
709	-283,3	-628,0	1041,4	-1406	-1449	883,1	1648	94	-1751	1629	-18	-1621	-243	-243	
710	-268,3	-637,5	1041,4	-1406	-1449	874,9	1503	311	-1830	1651	-127	-1533	-243	-243	
711	-245,3	-638,8	1041,4	-1406	-1449	880,4	1476	303	-1793	1593	-72	-1533	-243	-243	
712	-230,4	-648,3	1044,9	-1602	-1659	868,1	1492	211	-1716	1451	162	-1622	-243	-243	
713	-239,9	-670,0	1044,9	-1602	-1659	877,6	1586	188	-1779	1431	331	-1772	-243	-243	
714	-239,9	-691,7	1044,9	-1602	-1659	880,4	1597	95	-1696	1288	554	-1854	-243	-243	
715	-224,9	-678,1	1044,9	-1602	-1659	892,6	1578	64	-1652	1292	481	-1783	-243	-243	
716	-215,4	-687,6	1044,9	-1602	-1659	872,2	1436	304	-1739	1305	387	-1709	-243	-243	
717	-199,2	-687,6	1044,9	-1602	-1659	862,7	1428	469	-1905	1388	373	-1771	-243	-243	
718	-182,9	-695,8	1044,9	-1602	-1659	860,0	1298	646	-1959	1396	283	-1688	-243	-243	
719	-149,0	-683,6	1044,9	-1602	-1659	813,9	1299	560	-1876	1396	208	-1613	-243	-243	
720	-139,5	-705,3	1051,4	-1735	-1801	818,0	1295	494	-1802	1247	440	-1694	-243	-243	
721	-120,5	-714,8	1051,4	-1735	-1801	807,1	1374	511	-1890	1226	620	-1854	-243	-243	
722	-89,3	-721,6	1051,4	-1735	-1801	790,8	1353	442	-1800	1116	735	-1861	-243	-243	
723	-35,0	-706,6	1051,4	-1735	-1801	766,4	1328	378	-1709	1093	670	-1774	-243	-243	
724	-21,5	-720,2	1051,4	-1735	-1801	750,1	1192	559	-1753	1065	615	-1695	-243	-243	
725	-18,8	-744,6	1051,4	-1735	-1801	742,0	1173	746	-1927	1122	656	-1785	-243	-243	
726	8,4	-762,2	1051,4	-1735	-1801	736,6	1068	811	-1892	1076	608	-1694	-243	-243	
727	21,9	-782,6	1051,4	-1735	-1801	740,6	1016	767	-1802	1030	570	-1606	-243	-243	
728	34,1	-797,5	1051,6	-1735	-1812	720,3	973	743	-1728	921	684	-1612	-228	-229	
729	76,2	-797,5	1051,6	-1735	-1812	704,0	1032	827	-1862	899	881	-1790	-228	-229	
730	84,3	-812,4	1051,6	-1735	-1812	710,8	963	801	-1771	821	890	-1717	-228	-229	
731	108,7	-816,5	1051,6	-1735	-1812	702,7	900	779	-1683	758	868	-1638	-228	-229	
732	108,7	-836,8	1051,6	-1735	-1812	706,7	824	841	-1671	704	863	-1578	-228	-229	
733	118,2	-858,5	1051,6	-1735	-1812	710,8	842	1014	-1863	755	964	-1720	-228	-229	
734	131,8	-868,0	1051,6	-1735	-1812	720,3	768	1010	-1782	681	954	-1643	-228	-229	
735	135,9	-883,0	1051,6	-1735	-1812	735,2	697	1003	-1709	614	951	-1570	-228	-229	
736	150,8	-887,0	1052,5	-1652	-1752	718,9	642	1020	-1675	599	956	-1560	-228	-229	
737	154,8	-907,4	1052,5	-1652	-1752	725,7	694	1135	-1832	685	1054	-1742	-228	-229	
738	165,7	-912,8	1052,5	-1652	-1752	727,1	614	1141	-1759	612	1058	-1674	-228	-229	
739	194,2	-907,4	1052,5	-1652	-1752	748,8	539	1148	-1692	541	1064	-1614	-228	-229	
740	173,8	-935,9	1052,5	-1652	-1752	724,4	587	1121	-1712	486	1098	-1595	-228	-229	
741	184,7	-948,1	1052,5	-1652	-1752	723,0	730	1194	-1923	509	1212	-1718	-228	-229	
742	194,2	-956,2	1052,5	-1652	-1752	751,5	663	1198	-1864	430	1227	-1660	-228	-229	
743	236,2	-929,1	1052,5	-1652	-1752	676,9	581	1216	-1803	349	1248	-1601	-228	-229	
744	226,7	-949,4	1049,6	-1658	-1794	693,2	514	1250	-1773	480	1181	-1662	-228	-229	
745	232,2	-972,5	1049,6	-1658	-1794	685,0	530	1373	-1897	631	1218	-1853	-228	-229	
746	267,4	-949,4	1049,6	-1658	-1794	662,0	430	1400	-1823	620	1208	-1829	-228	-229	
747	276,9	-965,7	1049,6	-1658	-1794	632,1	323	1424	-1748	519	1237	-1761	-228	-229	
748	309,5	-938,6	1049,6	-1658	-1794	619,9	492	1332	-1820	416	1279	-1703	-228	-229	
749	332,5	-946,7	1049,6	-1658	-1794	588,7	622	1374	-1997	384	1395	-1776	-228	-229	
750	350,2	-941,3	1049,6	-1658	-1794	573,8	645	1334	-1982	263	1434	-1695	-228	-229	
751	389,5	-925,0	1049,6	-1658	-1794	539,9	512	1374	-1893	176	1454	-1636	-228	-229	
752	382,7	-935,9	1047,1	-1746	-1872	514,1	382	1423	-1820	364	1345	-1716	-228	-229	
753	422,1	-931,8	1047,1	-1746	-1872	482,9	328	1553	-1876	478	1373	-1855	-228	-229	
754	447,8	-920,9	1047,1	-1746	-1872	457,2	175	1601	-1770	559	1304	-1874	-228	-229	
755	476,3	-916,9	1047,1	-1746	-1872	413,8	105	1604	-1707	394	1358	-1764	-228	-229	
756	491,2	-903,3	1047,1	-1746	-1872	398,8	262	1503	-1756	224	1419	-1654	-228	-229	
757	553,6	-880,3	1047,1	-1746	-1872	351,4	334	1538	-1872	110	1547	-1662	-228	-229	
758	544,1	-904,7	1047,1	-1746	-1872	352,7	434	1449	-1891	-76	1613	-1535	-228	-229	
759	564,5	-907,4	1047,1	-1746	-1872	329,7	247	1512	-1765	-54	1569	-1525	-228	-229	
760	550,9	-926,4	1049,3	-1678	-1785	303,9	56	1581	-1646	73	1481	-1561	-228	-229	
761	603,8	-908,7	1049,3	-1678	-1785	280,8	-79	1728	-1647	126	1517	-1656	-228	-229	
762	629,6	-902,0	1049,3	-1678	-1785	265,9	-287	1801	-1513	238	1425	-1683	-228	-229	
763	644,5	-893,8	1049,3	-1678	-1785	245,6	-233	1739	-1509	83	1476	-1570	-228	-229	
764	630,9	-906,0	1049,3	-1678	-1785	233,4	-139	1661	-1522	-141	1558	-1428	-228	-229	
765	667,6	-907,4	1049,3	-1678	-1785	214,4	-114	1713	-1605	-303	1710	-1410	-228	-229	
766	678,4	-912,8	1049,3	-1678	-1785	206,2	-26	1632	-1616	-485	1772	-1286	-228	-229	
767	677,1	-925,0	1049,3	-1678	-1785	202,2	-116	1648	-1541	-395	1697	-1303	-228	-229	
768	693,3	-902,0	1050,9	-1457	-1544	191,3	-347	1740	-1403	-307	1629	-1325	-228	-229	
769	700,1	-919,6	1050,9	-1457	-1544	188,6	-515	1912	-1402	-291	1693	-1409	-228	-229	
770	717,8	-910,1	1050,9	-1457	-1544	172,3	-640	1948	-1307	-207	1622	-1424	-228	-229	
